諧聲序,形序,聲-明細,聲形-聲,聲形-形,字類,聲-明細',聲序,聲旁,反切-小韻首字,反切-原貌,反切-周祖謨校,反切-余迺永校,反切-覈校說明,字頭-原貌,字頭-周祖謨校,字頭-余迺永校,字頭-覈校說明,字頭-補,廣韻反切原貌(覈校前),廣韻反切(覈校後),上字,下字,廣韻字頭原貌(覈校前),廣韻字頭(覈校後),廣韻釋義,釋義補充,廣韻字序,切韻擬音(poem版),切韻拼音(poem版),聲紐,呼,等,韻部(調整後),聲調,組,攝,韻部調整說明,廣韻韻部順序,廣韻韻部原貌(調整前),韻部原貌-平上去入相配爲平(調整前),韻部原貌-相配爲平並標A/B類(調整前),小韻-擬音相同(poem版擬音),開合分析(果攝/寒桓/嚴凡/咍灰/遇攝/通攝/臻攝),開合分析(幫組-歌戈/寒桓/唐/泰/咍灰/魂/模/冬/東一),開合分析(幫組-陽/嚴凡/元/廢/鍾/東三/尤/虞/文/微）,A/B類分析(與各組聲紐撘配),中古拼音(polyhedron 版),現代廣州音理論音,粵聲,粵韻,粵調,現代北京音理論音,京聲,京韻,京調,廣韻頁序,頁內字序,小韻序,小韻內字序,全王本切韻-補字,全王本切韻-字數,全王本切韻-反切,裴本切韻-反切,裴本切韻-字序,裴本切韻-字數,裴本切韻-補字,玉篇-原本玉篇殘卷/篆隸萬象名義,玉篇-是否見於原本玉篇殘卷,玉篇-宋本玉篇,經典釋文-拼音(poem版),經典釋文-反切,合併-廣韻,合併-廣韻反切,合併-切韻擬音(poem版),合併-切韻拼音(poem版),合併-中古拼音(polyhedron 版),上字',上字-切韻拼音(poem版),上字-聲紐,上字-呼,上字-等,上字-韻部,上字-聲調,上字-組,上字-攝,下字',下字-切韻拼音(poem版),下字-聲紐,下字-呼,下字-等,下字-韻部,下字-聲調,下字-組,下字-攝,對比-聲紐(上字/被切字),對比-呼(下字/被切字)(不涉及幫組),對比-呼(幫組下字/其他組被切字),對比-等(下字/被切字),對比-韻部(下字/被切字),對比-韻部A/B類(來紐下字/幫見影三組被切字),對比-韻部A/B類(知組下字/幫見影三組被切字),對比韻部A/B類(其他組下字/幫見影三組被切字),上字-切韻擬音(poem版),上字-中古拼音(polyhedron 版),下字-切韻擬音(poem版),下字-中古拼音(polyhedron 版),建議替換爲,是否聲旁,是否次級聲旁,聲形析微,先秦韻部（引自余迺永的《上古音系研究》）,資料引用-其他版本的字頭
16669,200,冡,冡,艸,,蒙,830,冡,莫紅,,,,,,,,,,莫紅,莫紅,莫,紅,蒙,蒙,覆也奄也爾雅釋草曰蒙王女也莫紅切二十七,,203,mowŋ,mong,明,開,一,東,平,幫,通,,上平01,東,東,東,,東一>開,幫組東一>開,,,mung,mung4,m,ung,4,meng2,m,eng,2,上平11右,13,23,1,,17,莫紅,莫紅,1,11加5,,莫公,,莫公,mong/moong/mou,亡公1/如字2/武工1/莫公2/莫東2/武邦1/亡鉤1,莫紅：覆也奄也爾雅釋草曰蒙王女也莫紅切二十七,莫紅,mowŋ,mong,mung,莫,moak,明,開,一,唐,入,幫,宕,紅,ghong,匣,開,一,東,平,影,通,,,,,,,,,mɒk,mak,ɦowŋ,ghung,,,次級聲旁,,,蒙
16557,398,龍,龍,竹,,龍,826,龍,盧紅,,,,,,,,,,盧紅,盧紅,盧,紅,籠,籠,西京雜記曰漢制天子以象牙爲火籠盧紅切又力董切二十七,,230,lowŋ,long,來,開,一,東,平,來,通,,上平01,東,東,東,,東一>開,,,,lung,lung4,l,ung,4,long2,l,ong,2,上平11左,7,24,1,,18,盧紅,盧紅,1,15加7,,力公,,力公/力董,long/longq,力東3/鹿工1/魯東2/力董1,盧紅：西京雜記曰漢制天子以象牙爲火籠盧紅切又力董切二十七/力鍾：𥳎籠竹車軬亦籦籠竹又力東力董二切/力董：竹器又龍聾二音,盧紅/力鍾/力董,lowŋ/ljɔwŋ/lowŋʔ,long/ljoong/longq,lung/lyung/lungx,盧,lo,來,開,一,模,平,來,遇,紅,ghong,匣,開,一,東,平,影,通,,,,,,,,,lo,lo,ɦowŋ,ghung,,,,,,籠
16318,261,共,共,水,,洪,819,共,戶公,,,,,,,,,,戶公,戶公,戶,公,洪,洪,大也亦姓共工氏之後本姓共氏後改爲洪氏戶公切二十二,,257,ɦowŋ,ghong,匣,開,一,東,平,影,通,,上平01,東,東,東,,東一>開,,,,ghung,hung4,h,ung,4,hong2,h,ong,2,上平11左,34,25,1,,14,胡籠,胡籠,1,12加2,,胡公,,胡工,ghong,戶工1,戶公：大也亦姓共工氏之後本姓共氏後改爲洪氏戶公切二十二,戶公,ɦowŋ,ghong,ghung,戶,ghoq,匣,開,一,模,上,影,遇,公,kong,見,開,一,東,平,見,通,,,,,,,,,ɦoʔ,ghox,kowŋ,kung,,,次級聲旁,,,洪
17036,,叢,,丵取,會意,叢,845,叢,徂紅,,,,,,,,,,徂紅,徂紅,徂,紅,叢,叢,聚也徂紅切五,,278,dzowŋ,dzong,從,開,一,東,平,精,通,,上平01,東,東,東,,東一>開,,,,zung,cung4,c,ung,4,cong2,c,ong,2,上平12右,1,26,1,,1,徂紅,徂紅,1,2加1,,在公,,在公,dzong/0,才工3/才公9/才東1/才空1/似東1/徂□1,徂紅：聚也徂紅切五,徂紅,dzowŋ,dzong,zung,徂,dzo,從,開,一,模,平,精,遇,紅,ghong,匣,開,一,東,平,影,通,,,,,,,,,dzo,zo,ɦowŋ,ghung,,聲旁,次級聲旁,取、叢爲無韻尾/-ŋ韻尾的對應；丵爲𣪲𣫞對叢的部件,東,叢
16267,156,公,公,羽,,翁,818,公,烏紅,,,,,,,,,,烏紅,烏紅,烏,紅,翁,翁,老稱也亦鳥頸毛又姓漢書貨殖傳有翁伯販脂而傾縣邑烏紅切八,,283,ʔowŋ,qong,影,開,一,東,平,影,通,,上平01,東,東,東,,東一>開,,,,qung,yung1,y,ung,1,wueng1,w,ueng,1,上平12右,6,27,1,,5,烏紅,烏紅,1,3加2,,於公,,於公,qjoongq/qongq,於勇1/嗚動1,烏紅：老稱也亦鳥頸毛又姓漢書貨殖傳有翁伯販脂而傾縣邑烏紅切八,烏紅,ʔowŋ,qong,qung,烏,qo,影,開,一,模,平,影,遇,紅,ghong,匣,開,一,東,平,影,通,,,,,,,,,ʔo,qo,ɦowŋ,ghung,,,次級聲旁,,東,翁
16992,,悤,,悤,整體,悤,843,悤,倉紅,,,,,怱,,,調整碼位,,倉紅,倉紅,倉,紅,怱,悤,速也倉紅切十五,,291,tshowŋ,tshong,清,開,一,東,平,精,通,,上平01,東,東,東,,東一>開,,,,chung,,,,,,,,,上平12右,14,28,1,,10,倉紅,倉紅,1,8加4,,青公,,千公/千公/千公,,,倉紅：速也倉紅切十五,倉紅,tshowŋ,tshong,chung,倉,tshoang,清,開,一,唐,平,精,宕,紅,ghong,匣,開,一,東,平,影,通,,,,,,,,,tshɒŋ,chang,ɦowŋ,ghung,,聲旁,次級聲旁,金文爲⿱十心、⿱丨心，可能是後來類化爲囪聲的，因此暫不視爲囪聲；悤怱忩互爲或體,東,怱
16948,77,甬,甬,辵,,通,838,用,他紅,,,,,,,,,,他紅,他紅,他,紅,通,通,達也三禮圖曰通天冠一名高山冠上之所服也亦州名本漢宕渠縣內有地萬餘頃因名爲萬州後魏以萬州居四達之路改爲通州又姓出姓苑他紅切九,,306,thowŋ,thong,透,開,一,東,平,端,通,,上平01,東,東,東,,東一>開,,,,thung,tung1,t,ung,1,tong1,t,ong,1,上平12右,29,29,1,,4,他紅,他紅,1,4,,勅東,,替東,,,他紅：達也三禮圖曰通天冠一名高山冠上之所服也亦州名本漢宕渠縣內有地萬餘頃因名爲萬州後魏以萬州居四達之路改爲通州又姓出姓苑他紅切九,他紅,thowŋ,thong,thung,他,thoa,透,開,一,歌,平,端,果,紅,ghong,匣,開,一,東,平,影,通,,,,,,,,,thɒ,tha,ɦowŋ,ghung,,,次級聲旁,,,通
19394,200,㚇,㚇,艸,,㚇,996,凶,子紅,,,,,,,,,,子紅,子紅,子,紅,葼,葼,木細枝也子紅切二十一,,315,tsowŋ,tsong,精,開,一,東,平,精,通,,上平01,東,東,東,,東一>開,,,,cung,,,,,,,,,上平12右,38,30,1,,19,子紅,子紅,1,14加6,2𥚾,子公,,子公,,,子紅：木細枝也子紅切二十一,子紅,tsowŋ,tsong,cung,子,tsjeq,精,開,三,之,上,精,止,紅,ghong,匣,開,一,東,平,影,通,,,,,,,,,tsjɨʔ,cix,ɦowŋ,ghung,,,,,,葼
16613,200,逢,逢,艸,,逢,828,丰,薄紅,,,,,,,,,,薄紅,薄紅,薄,紅,蓬,蓬,草名亦州名周割巴州之伏虞郡於此置蓬州因蓬山而名之薄紅切十,,336,bowŋ,bong,並,開,一,東,平,幫,通,,上平01,東,東,東,,東一>開,幫組東一>開,,,bung,pung4,p,ung,4,peng2,p,eng,2,上平12左,10,31,1,,,,蓬功,1,4加4,,蒲功,,薄紅,bong/bwjoong,扶公3/步工2/步公3/步東2/步紅1/蒲東2/蒲空1/符恭1,薄紅：草名亦州名周割巴州之伏虞郡於此置蓬州因蓬山而名之薄紅切十,薄紅,bowŋ,bong,bung,薄,boak,並,開,一,唐,入,幫,宕,紅,ghong,匣,開,一,東,平,影,通,,,,,,,,,bɒk,bak,ɦowŋ,ghung,,,,,,蓬
16305,275,共,共,火,,共,819,共,呼東,,,,,,,,,,呼東,呼東,呼,東,烘,烘,火皃呼東切又音紅六,,346,howŋ,hong,曉,開,一,東,平,影,通,,上平01,東,東,東,,東一>開,,,,hung,hung3,h,ung,3,hong1,h,ong,1,上平12左,20,32,1,,,,呼同,1,2,,許公,,許公,ghong/gjoong/hong/kjoong,洪1/巨凶3/火公1/火東1/甘凶2/恭2,戶公：字林云燎也又呼紅切/呼東：火皃呼東切又音紅六/胡貢：火皃/呼貢：火乾也呼貢切二,戶公/呼東/胡貢/呼貢,ɦowŋ/howŋ/ɦowŋh/howŋh,ghong/hong/ghongh/hongh,ghung/hung/ghungh/hungh,呼,ho,曉,開,一,模,平,影,遇,東,tong,端,開,一,東,平,端,通,,,,,,,,,ho,ho,towŋ,tung,,,,,,烘
19377,297,兇,兇,山,,兇,996,凶,五東,,,,,,,,,,五東,五東,五,東,㟅,㟅,崆㟅山皃五東切又魚江切一,,352,ŋowŋ,ngong,疑,開,一,東,平,見,通,,上平01,東,東,東,,東一>開,,,,ngung,,,,,,,,,上平12左,26,33,1,,,,,,,,,,五江/五東,,,盧紅：崆㟅山皃/五東：崆㟅山皃五東切又魚江切一/五江：五江切一,盧紅/五東/五江,lowŋ/ŋowŋ/ŋɔŋ,long/ngong/ngoong,lung/ngung/ngrung,五,ngoq,疑,開,一,模,上,見,遇,東,tong,端,開,一,東,平,端,通,,,,,,,,,ŋoʔ,ngox,towŋ,tung,,,,,,㟅
17017,216,蔥,蔥,木,,蔥,843,悤,蘇公,,,,,檧,,,調整碼位,,蘇公,蘇公,蘇,公,檧,𣞷,小籠蘇公切又先孔切三,,353,sowŋ,song,心,開,一,東,平,精,通,,上平01,東,東,東,,東一>開,,,,sung,,,,,,,,,上平12左,27,34,1,,,,蘇公,1,1,,先孔,,,,,蘇公：小籠蘇公切又先孔切三/先孔：上同又蘇公切,蘇公/先孔,sowŋ/sowŋʔ,song/songq,sung/sungx,蘇,so,心,開,一,模,平,精,遇,公,kong,見,開,一,東,平,見,通,,,,,,,,,so,so,kowŋ,kung,,,,,,檧
19444,369,夂,夂,冫,,冬,1000,夂,都宗,,,,,,,,,,都宗,都宗,都,宗,冬,冬,四時之末尸子曰冬爲信北方爲冬冬終也又姓前燕慕容皝左司馬冬壽都宗切七,,356,twoŋ,twong,端,合,一,冬,平,端,通,,上平02,冬,冬,冬,,冬>合,,,,tuung,dung1,d,ung,1,dong1,d,ong,1,上平12左,30,35,1,,,,都宗,1,2,,都農,,都農,,,都宗：四時之末尸子曰冬爲信北方爲冬冬終也又姓前燕慕容皝左司馬冬壽都宗切七,都宗,twoŋ,twong,tuung,都,to,端,開,一,模,平,端,遇,宗,tswong,精,合,一,冬,平,精,通,,,,,,,,,to,to,tswoŋ,cuung,,,次級聲旁,从冫，非从仌,中,冬
19534,13,彤,,丹彡,會意,彤,1004,彤,徒冬,,,,,,,,,,徒冬,徒冬,徒,冬,彤,彤,赤也丹飾也亦姓彤伯爲成王宗伯徒冬切二十二,,363,dwoŋ,dwong,定,合,一,冬,平,端,通,,上平02,冬,冬,冬,,冬>合,,,,duung,tung4,t,ung,4,tong2,t,ong,2,上平12左,37,36,1,,,,徒冬,1,5加11,,徒宗,,徒冬,dwong,大冬1/徒冬13,徒冬：赤也丹飾也亦姓彤伯爲成王宗伯徒冬切二十二,徒冬,dwoŋ,dwong,duung,徒,do,定,開,一,模,平,端,遇,冬,twong,端,合,一,冬,平,端,通,,,,,,,,,do,do,twoŋ,tuung,,聲旁,次級聲旁,,,彤
19558,456,宗,宗,貝,,宗,1007,宗,藏宗,,,,,,,,,,藏宗,藏宗,藏,宗,賨,賨,戎稅說文曰南蠻賦也藏宗切十一,,385,dzwoŋ,dzwong,從,合,一,冬,平,精,通,,上平02,冬,冬,冬,,冬>合,,,,zuung,,,,,,,,,上平13右,10,37,1,,7,在宗,在宗,1,5加3,,在宗,,在宗,,,藏宗：戎稅說文曰南蠻賦也藏宗切十一,藏宗,dzwoŋ,dzwong,zuung,藏,dzoang,從,開,一,唐,平,精,宕,宗,tswong,精,合,一,冬,平,精,通,,,,,,,,,dzɒŋ,zang,tswoŋ,cuung,,,,,,賨
19471,,農,,䢅田,會意,農,1001,農,奴冬,,,,,,,,,,奴冬,奴冬,奴,冬,農,農,田農也說文作農耕也亦官名漢書曰治粟內史秦官也景帝更名大司農又姓風俗通云神農之後又羌複姓有蘇農氏奴冬切十二,,396,nwoŋ,nwong,泥,合,一,冬,平,端,通,,上平02,冬,冬,冬,,冬>合,,,,nuung,nung4,n,ung,4,nong2,n,ong,2,上平13右,21,38,1,,,奴冬,奴冬,1,3加1,,奴冬,,奴冬/奴冬,,,奴冬：田農也說文作農耕也亦官名漢書曰治粟內史秦官也景帝更名大司農又姓風俗通云神農之後又羌複姓有蘇農氏奴冬切十二,奴冬,nwoŋ,nwong,nuung,奴,no,泥,開,一,模,平,端,遇,冬,twong,端,合,一,冬,平,端,通,,,,,,,,,no,no,twoŋ,tuung,,聲旁,次級聲旁,爲⿱䢅田（䢅爲⿱𦥑辰）,中,農
16362,60,工,工,攴,,工,822,工,古冬,,,,,,,,,,古冬,古冬,古,冬,攻,攻,治也作也擊也伐也古冬切二,,408,kwoŋ,kwong,見,合,一,冬,平,見,通,,上平02,冬,冬,冬,,冬>合,,,,kuung,,,,,,,,,上平13右,33,39,1,,2,古冬,古冬,1,1加2,a2㓚,古鴻,,古洪,kong/kongh,工1/如字10/公送1/古弄1/貢7,古紅：攻擊/古冬：治也作也擊也伐也古冬切二,古紅/古冬,kowŋ/kwoŋ,kong/kwong,kung/kuung,古,koq,見,開,一,模,上,見,遇,冬,twong,端,合,一,冬,平,端,通,,,,,,,,,koʔ,kox,twoŋ,tuung,,,,中古有讀冬韻的又音，音韻地位存疑,,攻
19284,298,宮,宮,石,,宮,993,宮,戶冬,,,,,,,,,,戶冬,戶冬,戶,冬,䃔,䃔,䃔䃧石落聲戶冬切四,,410,ɦwoŋ,ghwong,匣,合,一,冬,平,影,通,,上平02,冬,冬,冬,,冬>合,,,,ghuung,,,,,,,,,上平13右,35,40,1,,,戶冬,戶冬,1,1加3,,口冬,是,丘中/戶冬,,,戶冬：䃔䃧石落聲戶冬切四/乎宋：石聲乎宋切二,戶冬/乎宋,ɦwoŋ/ɦwoŋh,ghwong/ghwongh,ghuung/ghuungh,戶,ghoq,匣,開,一,模,上,影,遇,冬,twong,端,合,一,冬,平,端,通,,,,,,,,,ɦoʔ,ghox,twoŋ,tuung,,,,,,䃔
19322,298,隆,隆,石,,隆,994,夅,力冬,,,,,,,,,,力冬,力冬,力,冬,䃧,䃧,力冬切三,,414,lwoŋ,lwong,來,合,一,冬,平,來,通,,上平02,冬,冬,冬,,冬>合,,,,luung,,,,,,,,,上平13右,39,41,1,,,戶冬,力宗,1,1加2,,力冬,是,力中/力冬,,,力冬：力冬切三,力冬,lwoŋ,lwong,luung,力,ljik,來,開,三,蒸,入,來,曾,冬,twong,端,合,一,冬,平,端,通,,,,,,,,,ljɨk,lik,twoŋ,tuung,,,,,,䃧
19542,306,宗,,宀示,會意,宗,1007,宗,作冬,,,,,,,,,,作冬,作冬,作,冬,宗,宗,眾也本也尊也亦官名漢書宗正秦官也掌親屬亦姓周鄉宗伯之後出南陽又漢複姓二氏前漢有宗伯鳳南燕錄有宗正謙善卜相作冬切二,,417,tswoŋ,tswong,精,合,一,冬,平,精,通,,上平02,冬,冬,冬,,冬>合,,,,cuung,zung1,z,ung,1,zong1,z,ong,1,上平13右,42,42,1,,,作琮,作琮,1,,,子彤,,子彤,tswong,如字1,作冬：眾也本也尊也亦官名漢書宗正秦官也掌親屬亦姓周鄉宗伯之後出南陽又漢複姓二氏前漢有宗伯鳳南燕錄有宗正謙善卜相作冬切二,作冬,tswoŋ,tswong,cuung,作,tsoak,精,開,一,唐,入,精,宕,冬,twong,端,合,一,冬,平,端,通,,,,,,,,,tsɒk,cak,twoŋ,tuung,,聲旁,次級聲旁,,中,宗
16253,95,松,松,髟,,松,818,公,私宗,,,,,,,,,,私宗,私宗,私,宗,鬆,鬆,髼鬆髮亂皃私宗切三,,419,swoŋ,swong,心,合,一,冬,平,精,通,,上平02,冬,冬,冬,,冬>合,,,,suung,,,,,,,,,上平13右,44,43,1,,,,,,,,,,先凶/私宗,,,私宗：髼鬆髮亂皃私宗切三/息恭：髮亂皃亦作䯳/七恭：髮亂又息恭切/蘇弄：𩭩鬆髮皃,私宗/息恭/七恭/蘇弄,swoŋ/sjɔwŋ/tshjɔwŋ/sowŋh,swong/sjoong/tshjoong/songh,suung/syung/chyung/sungh,私,sji,心,開,三,脂A,平,精,止,宗,tswong,精,合,一,冬,平,精,通,,,,,,,,,sjɨj,sii,tswoŋ,cuung,,,,,,鬆
19462,275,冬,冬,火,,冬,1000,夂,他冬,,,,,,,,,,他冬,他冬,他,冬,炵,炵,火色他冬切一,,421,thwoŋ,thwong,透,合,一,冬,平,端,通,,上平02,冬,冬,冬,,冬>合,,,,thuung,,,,,,,,,上平13右,46,44,1,,,,,,,,池冬,,他冬,,,徒冬：火盛皃又他冬切/他冬：火色他冬切一,徒冬/他冬,dwoŋ/thwoŋ,dwong/thwong,duung/thuung,他,thoa,透,開,一,歌,平,端,果,冬,twong,端,合,一,冬,平,端,通,,,,,,,,,thɒ,tha,twoŋ,tuung,,,,,,炵
16775,370,重,重,金,,鍾,833,東,職容,,,,,,,,,,職容,職容,職,容,鍾,鍾,當也酒器也又量名左傳曰釜十則鍾亦姓出潁川又漢複姓有鍾離氏世本云與秦同祖其後因封爲姓職容切十八,,422,tɕjɔwŋ,tcjoong,章,開,三,鍾,平,章,通,,上平03,鍾,鍾,鍾,,鍾>開,,,,cjyung,zung1,z,ung,1,zhong1,zh,ong,1,上平13左,1,45,1,,,職容,職容,1,9加3,,之庸,,之容,tcjoong/tcjoongh,章凶1/章容1/之用1,職容：當也酒器也又量名左傳曰釜十則鍾亦姓出潁川又漢複姓有鍾離氏世本云與秦同祖其後因封爲姓職容切十八,職容,tɕjɔwŋ,tcjoong,cjyung,職,tcjik,章,開,三,蒸,入,章,曾,容,yjoong,以,開,三,鍾,平,以,通,,,,,,,,,tɕjɨk,cjik,jɔwŋ,jyung,,,次級聲旁,金文可作爲鐘的或體，可能體現了讀音演變（本與鐘應有別）,,鍾
16506,238,龍,,龍,整體,龍,826,龍,力鍾,,,,,,,,,,力鍾,力鍾,力,鍾,龍,龍,通也和也寵也鱗蟲之長也易曰雲從龍又姓舜納言龍之後力鍾切九,,440,ljɔwŋ,ljoong,來,開,三,鍾,平,來,通,,上平03,鍾,鍾,鍾,,鍾>開,,,,lyung,lung4,l,ung,4,long2,l,ong,2,上平13左,19,46,1,,,力鍾,力鍾,1,4加4,a4竜,閭恭,,力鐘/龍/力恭,ljoong/ljoongq/moong,如字4/力勇1/尨1/莫江1,力鍾：通也和也寵也鱗蟲之長也易曰雲從龍又姓舜納言龍之後力鍾切九,力鍾,ljɔwŋ,ljoong,lyung,力,ljik,來,開,三,蒸,入,來,曾,鍾,tcjoong,章,開,三,鍾,平,章,通,,,,,,,,,ljɨk,lik,tɕjɔwŋ,cjyung,,聲旁,次級聲旁,,,龍
16692,,舂,,午廾臼,會意,舂,831,舂,書容,,,,,,,,,,書容,書容,書,容,舂,舂,世本曰雍父作舂呂氏春秋曰赤冀作舂書容切六,,449,ɕjɔwŋ,cjoong,書,開,三,鍾,平,章,通,,上平03,鍾,鍾,鍾,,鍾>開,,,,sjyung,zung1,z,ung,1,chong1,ch,ong,1,上平13左,28,47,1,,,書容,書容,1,5加2,a2𪖁,,,舒庸,cjoong,束容2/舒容1/傷容3,書容：世本曰雍父作舂呂氏春秋曰赤冀作舂書容切六,書容,ɕjɔwŋ,cjoong,sjyung,書,cjoo,書,開,三,魚,平,章,遇,容,yjoong,以,開,三,鍾,平,以,通,,,,,,,,,ɕjɔ,sjo,jɔwŋ,jyung,,聲旁,次級聲旁,,東,舂
16251,216,公,公,木,,松,818,公,祥容,,,,,,,,,,祥容,祥容,祥,容,松,松,木名玄中記曰松脂淪入地千歲爲茯苓亦州名舜竄三苗於三危河關之西南羌是也後魏末始統其城改置州焉祥容切四,,455,zjɔwŋ,zjoong,邪,開,三,鍾,平,精,通,,上平03,鍾,鍾,鍾,,鍾>開,,,,zsyung,cung4,c,ung,4,song1,s,ong,1,上平13左,34,48,1,,,書容,祥容,1,2加2,,聚恭,,徐容,zjoong,象容1,祥容：木名玄中記曰松脂淪入地千歲爲茯苓亦州名舜竄三苗於三危河關之西南羌是也後魏末始統其城改置州焉祥容切四,祥容,zjɔwŋ,zjoong,zsyung,祥,zjoang,邪,開,三,陽,平,精,宕,容,yjoong,以,開,三,鍾,平,以,通,,,,,,,,,zjɒŋ,zsiang,jɔwŋ,jyung,,,次級聲旁,,東,松
16787,80,童,童,行,,童,834,童,尺容,,,,,,,,,,尺容,尺容,尺,容,𧘂,𧘂,當也向也突也說文曰通道也尺容切十一,,459,tɕhjɔwŋ,tchjoong,昌,開,三,鍾,平,章,通,,上平03,鍾,鍾,鍾,,鍾>開,,,,chjyung,,,,,,,,,上平13左,38,49,1,,,,尺容,1,5加4,,,,齒龍,tchjoong,昌容1,尺容：當也向也突也說文曰通道也尺容切十一,尺容,tɕhjɔwŋ,tchjoong,chjyung,尺,tchjeek,昌,開,三,清A,入,章,梗,容,yjoong,以,開,三,鍾,平,以,通,,,,,,,,,tɕhjɛk,chjek,jɔwŋ,jyung,,,,,,𧘂
16336,306,容,,宀谷,會意,容,821,容,餘封,,,,,,,,,,餘封,餘封,餘,封,容,容,盛也儀也受也爾雅曰容謂之防郭璞云形如今牀頭小曲屏風唱䠶者所以自防隱司馬法云軍容不入國國容不入軍是也又州名又姓入凱仲容之後禮記有徐大夫容居餘封切三十五,,470,jɔwŋ,yjoong,以,開,三,鍾,平,以,通,,上平03,鍾,鍾,鍾,,鍾>開,,,,jyung,yung4,y,ung,4,rong2,r,ong,2,上平13左,49,50,1,,,,餘封,1,14加8,,瑜鍾,,俞鍾/俞鍾,yjoong,羊凶3,餘封：盛也儀也受也爾雅曰容謂之防郭璞云形如今牀頭小曲屏風唱䠶者所以自防隱司馬法云軍容不入國國容不入軍是也又州名又姓入凱仲容之後禮記有徐大夫容居餘封切三十五,餘封,jɔwŋ,yjoong,jyung,餘,yjoo,以,開,三,魚,平,以,遇,封,pwjoong,幫,合,三,鍾,平,幫,通,,,幫組鍾合/鍾開,,,,,,jɔ,jo,pwjɔwŋ,pyung,,聲旁,次級聲旁,谷、容（⿱宀谷）似爲-k/-ŋ韻尾對應,東,容
16583,288,丰,丰,土又,,封,828,丰,府容,,,,,,,,,,府容,府容,府,容,封,封,大也國也厚也爵也亦姓望出渤海本姜姓炎帝之後封鉅爲黃帝師又望出河南後魏官氏志云是賁氏後改爲封氏府容切五,,505,pwjɔwŋ,pwjoong,幫,合,三,鍾,平,幫,通,,上平03,鍾,鍾,鍾,,鍾>合,,幫組鍾>合,,pyung,fung1,f,ung,1,feng1,f,eng,1,上平14右,35,51,1,,2,府容,府容,1,2加1,,甫龍,,甫龍,peemh/peongh/pwjoong/pwjoongh,彼劒1/彼驗10/窆3/甫鄧1/逋鄧1/如字4/甫用2,府容：大也國也厚也爵也亦姓望出渤海本姜姓炎帝之後封鉅爲黃帝師又望出河南後魏官氏志云是賁氏後改爲封氏府容切五/方用：又方容切,府容/方用,pwjɔwŋ/pwjɔwŋh,pwjoong/pwjoongh,pyung/pyungh,府,pwjoq,幫,合,三,虞,上,幫,遇,容,yjoong,以,開,三,鍾,平,以,通,,,,,,,,,pwjoʔ,pyox,jɔwŋ,jyung,,,次級聲旁,亦相當於聲旁爲𡉚（⿱丰土）；左爲⿱丰土，非从圭；𡉚（⿱丰土）與𡉚（⿱止王）不同；𡉚（⿱丰土）與生（⿱屮土）可相參照,東,封
19370,106,匈,匈,肉,,匈,996,凶,許容,,,,,,,,,,許容,許容,許,容,胷,胷,膺也亦作匈𦙄許容切十,,510,hjɔwŋ,hjoong,曉,開,三,鍾,平,影,通,,上平03,鍾,鍾,鍾,,鍾>開,,,,hyung,hung1,h,ung,1,xiong1,x,iong,1,上平14右,40,52,1,,8,許容,許容,2,,,盱恭,,許恭,hjoong,凶1,許容：膺也亦作匈𦙄許容切十,許容,hjɔwŋ,hjoong,hyung,許,hjooq,曉,開,三,魚,上,影,遇,容,yjoong,以,開,三,鍾,平,以,通,,,,,,,,,hjɔʔ,hiox,jɔwŋ,jyung,,,,,,胷
13130,98,禺,禺,頁,,禺,677,禺,魚容,,,,,,,,,,魚容,魚容,魚,容,顒,顒,仰也爾雅云顒顒邛邛君之德也說文云大頭也魚容切四,,520,ŋjɔwŋ,ngjoong,疑,開,三,鍾,平,見,通,,上平03,鍾,鍾,鍾,,鍾>開,,,,ngyung,,,,,,,,,上平14左,2,53,1,,3,魚容,魚容,1,3,,牛匈,,牛凶,ngjoong,玉容1/魚恭3,魚容：仰也爾雅云顒顒邛邛君之德也說文云大頭也魚容切四,魚容,ŋjɔwŋ,ngjoong,ngyung,魚,ngjoo,疑,開,三,魚,平,見,遇,容,yjoong,以,開,三,鍾,平,以,通,,,,,,,,,ŋjɔ,ngio,jɔwŋ,jyung,,,,,,顒
16479,261,邕,,水囗囗,會意,邕,825,邕,於容,,,,,,,,,,於容,於容,於,容,邕,邕,說文曰四方有水自邕成池者是也於容切十六,,524,ʔjɔwŋ,qjoong,影,開,三,鍾,平,影,通,,上平03,鍾,鍾,鍾,,鍾>開,,,,qyung,yung1,y,ung,1,yiong1,y,iong,1,上平14左,6,54,1,,,於容,於容,1,11加1,,於龍,,於龍/於龍,,,於容：說文曰四方有水自邕成池者是也於容切十六,於容,ʔjɔwŋ,qjoong,qyung,於,qjoo,影,開,三,魚,平,影,遇,容,yjoong,以,開,三,鍾,平,以,通,,,,,,,,,ʔjɔ,qio,jɔwŋ,jyung,,聲旁,次級聲旁,上方爲水；下方爲⿱囗囗，後類化爲邑（⿱囗卩）；宮躳邕都有部件⿱囗囗，宮躳在同一聲旁，但與邕的音韻地位不在一起（有可能是宮躳从⿱囗囗、邕从⿻囗囗的不同，存疑）；擬爲kw-類,,邕
